Date,DryBulb,DewPnt,Demand
01/01/2015 00:59:59,17.00,6.00,13384.00
01/01/2015 01:59:59,19.00,6.00,12809.00
01/01/2015 02:59:59,20.00,7.00,12397.00
01/01/2015 03:59:59,21.00,7.00,12194.00
01/01/2015 04:59:59,22.00,6.00,12224.00
01/01/2015 05:59:59,21.00,5.00,12538.00
01/01/2015 06:59:59,21.00,5.00,13014.00
01/01/2015 07:59:59,21.00,5.00,13295.00
01/01/2015 08:59:59,21.00,5.00,13729.00
01/01/2015 09:59:59,24.00,5.00,14188.00
01/01/2015 10:59:59,26.00,5.00,14534.00
01/01/2015 11:59:59,28.00,5.00,14651.00
01/01/2015 12:59:59,30.00,6.00,14632.00
01/01/2015 13:59:59,31.00,6.00,14555.00
01/01/2015 14:59:59,32.00,6.00,14471.00
01/01/2015 15:59:59,31.00,7.00,14701.00
01/01/2015 16:59:59,31.00,7.00,15891.00
01/01/2015 17:59:59,30.00,8.00,17024.00
01/01/2015 18:59:59,30.00,9.00,16848.00
01/01/2015 19:59:59,30.00,9.00,16391.00
01/01/2015 20:59:59,30.00,10.00,15853.00
01/01/2015 21:59:59,30.00,11.00,15051.00
01/01/2015 22:59:59,31.00,12.00,13943.00
01/01/2015 23:59:59,32.00,13.00,12885.00
01/02/2015 00:59:59,31.00,14.00,12093.00
01/02/2015 01:59:59,32.00,14.00,11588.00
01/02/2015 02:59:59,31.00,14.00,11362.00
01/02/2015 03:59:59,30.00,15.00,11357.00
01/02/2015 04:59:59,29.00,15.00,11618.00
01/02/2015 05:59:59,30.00,15.00,12365.00
01/02/2015 06:59:59,31.00,15.00,13521.00
01/02/2015 07:59:59,31.00,15.00,14440.00
01/02/2015 08:59:59,31.00,16.00,15008.00
01/02/2015 09:59:59,34.00,17.00,15345.00
01/02/2015 10:59:59,35.00,17.00,15491.00
01/02/2015 11:59:59,36.00,18.00,15532.00
01/02/2015 12:59:59,36.00,19.00,15427.00
01/02/2015 13:59:59,37.00,18.00,15274.00
01/02/2015 14:59:59,37.00,17.00,15148.00
01/02/2015 15:59:59,36.00,15.00,15263.00
01/02/2015 16:59:59,35.00,15.00,16311.00
01/02/2015 17:59:59,33.00,15.00,17358.00
01/02/2015 18:59:59,32.00,14.00,17114.00
01/02/2015 19:59:59,31.00,15.00,16649.00
01/02/2015 20:59:59,30.00,15.00,16112.00
01/02/2015 21:59:59,29.00,14.00,15326.00
01/02/2015 22:59:59,27.00,13.00,14283.00
01/02/2015 23:59:59,27.00,13.00,13251.00
01/03/2015 00:59:59,27.00,12.00,12395.00
01/03/2015 01:59:59,26.00,11.00,11944.00
01/03/2015 02:59:59,25.00,11.00,11700.00
01/03/2015 03:59:59,24.00,11.00,11638.00
01/03/2015 04:59:59,22.00,10.00,11768.00
01/03/2015 05:59:59,22.00,9.00,12157.00
01/03/2015 06:59:59,21.00,9.00,12896.00
01/03/2015 07:59:59,21.00,10.00,13628.00
01/03/2015 08:59:59,21.00,10.00,14397.00
01/03/2015 09:59:59,23.00,10.00,14977.00
01/03/2015 10:59:59,25.00,11.00,15297.00
01/03/2015 11:59:59,27.00,10.00,15469.00
01/03/2015 12:59:59,28.00,11.00,15480.00
01/03/2015 13:59:59,29.00,11.00,15426.00
01/03/2015 14:59:59,30.00,12.00,15467.00
01/03/2015 15:59:59,29.00,15.00,15690.00
01/03/2015 16:59:59,28.00,18.00,16669.00
01/03/2015 17:59:59,27.00,20.00,17364.00
01/03/2015 18:59:59,27.00,22.00,17129.00
01/03/2015 19:59:59,27.00,25.00,16624.00
01/03/2015 20:59:59,28.00,26.00,16021.00
01/03/2015 21:59:59,30.00,28.00,15149.00
01/03/2015 22:59:59,31.00,29.00,14070.00
01/03/2015 23:59:59,32.00,30.00,12974.00
01/04/2015 00:59:59,32.00,31.00,12064.00
01/04/2015 01:59:59,33.00,31.00,11477.00
01/04/2015 02:59:59,33.00,31.00,11132.00
01/04/2015 03:59:59,33.00,32.00,10982.00
01/04/2015 04:59:59,34.00,32.00,10971.00
01/04/2015 05:59:59,34.00,33.00,11179.00
01/04/2015 06:59:59,34.00,33.00,11657.00
01/04/2015 07:59:59,34.00,33.00,12271.00
01/04/2015 08:59:59,33.00,32.00,13068.00
01/04/2015 09:59:59,33.00,32.00,13926.00
01/04/2015 10:59:59,33.00,32.00,14535.00
01/04/2015 11:59:59,34.00,33.00,14921.00
01/04/2015 12:59:59,35.00,34.00,15126.00
01/04/2015 13:59:59,37.00,36.00,15156.00
01/04/2015 14:59:59,38.00,36.00,15084.00
01/04/2015 15:59:59,38.00,37.00,15202.00
01/04/2015 16:59:59,39.00,37.00,16085.00
01/04/2015 17:59:59,39.00,38.00,16674.00
01/04/2015 18:59:59,40.00,39.00,16381.00
01/04/2015 19:59:59,41.00,40.00,15765.00
01/04/2015 20:59:59,42.00,41.00,15071.00
01/04/2015 21:59:59,43.00,42.00,13926.00
01/04/2015 22:59:59,46.00,43.00,12696.00
01/04/2015 23:59:59,46.00,40.00,11629.00
01/05/2015 00:59:59,44.00,38.00,10917.00
01/05/2015 01:59:59,43.00,35.00,10565.00
01/05/2015 02:59:59,41.00,32.00,10455.00
01/05/2015 03:59:59,40.00,30.00,10525.00
01/05/2015 04:59:59,39.00,28.00,10967.00
01/05/2015 05:59:59,38.00,27.00,12184.00
01/05/2015 06:59:59,38.00,24.00,14258.00
01/05/2015 07:59:59,36.00,20.00,15355.00
01/05/2015 08:59:59,35.00,17.00,15503.00
01/05/2015 09:59:59,34.00,16.00,15611.00
01/05/2015 10:59:59,32.00,12.00,15734.00
01/05/2015 11:59:59,32.00,10.00,15767.00
01/05/2015 12:59:59,31.00,6.00,15755.00
01/05/2015 13:59:59,30.00,4.00,15825.00
01/05/2015 14:59:59,29.00,3.00,15878.00
01/05/2015 15:59:59,27.00,1.00,16246.00
01/05/2015 16:59:59,25.00,-2.00,17452.00
01/05/2015 17:59:59,23.00,-2.00,18847.00
01/05/2015 18:59:59,21.00,-1.00,18905.00
01/05/2015 19:59:59,19.00,-2.00,18557.00
01/05/2015 20:59:59,18.00,-1.00,17976.00
01/05/2015 21:59:59,17.00,-2.00,16879.00
01/05/2015 22:59:59,15.00,-3.00,15474.00
01/05/2015 23:59:59,14.00,-3.00,14269.00
01/06/2015 00:59:59,14.00,-3.00,13490.00
01/06/2015 01:59:59,13.00,-3.00,13116.00
01/06/2015 02:59:59,13.00,-3.00,12999.00
01/06/2015 03:59:59,12.00,-2.00,13045.00
01/06/2015 04:59:59,12.00,-1.00,13404.00
01/06/2015 05:59:59,12.00,0.00,14537.00
01/06/2015 06:59:59,12.00,0.00,16487.00
01/06/2015 07:59:59,13.00,0.00,17628.00
01/06/2015 08:59:59,13.00,0.00,17767.00
01/06/2015 09:59:59,14.00,0.00,17928.00
01/06/2015 10:59:59,15.00,0.00,18094.00
01/06/2015 11:59:59,15.00,4.00,18096.00
01/06/2015 12:59:59,15.00,7.00,17965.00
01/06/2015 13:59:59,16.00,8.00,17868.00
01/06/2015 14:59:59,16.00,9.00,17725.00
01/06/2015 15:59:59,16.00,9.00,17805.00
01/06/2015 16:59:59,16.00,9.00,18704.00
01/06/2015 17:59:59,16.00,9.00,19699.00
01/06/2015 18:59:59,16.00,10.00,19649.00
01/06/2015 19:59:59,15.00,10.00,19259.00
01/06/2015 20:59:59,14.00,9.00,18583.00
01/06/2015 21:59:59,12.00,8.00,17453.00
01/06/2015 22:59:59,12.00,7.00,15994.00
01/06/2015 23:59:59,11.00,7.00,14763.00
01/07/2015 00:59:59,11.00,7.00,13988.00
01/07/2015 01:59:59,11.00,6.00,13582.00
01/07/2015 02:59:59,12.00,7.00,13400.00
01/07/2015 03:59:59,13.00,8.00,13397.00
01/07/2015 04:59:59,15.00,7.00,13729.00
01/07/2015 05:59:59,14.00,7.00,14767.00
01/07/2015 06:59:59,14.00,7.00,16710.00
01/07/2015 07:59:59,14.00,7.00,17773.00
01/07/2015 08:59:59,14.00,7.00,17819.00
01/07/2015 09:59:59,18.00,8.00,17674.00
01/07/2015 10:59:59,21.00,8.00,17575.00
01/07/2015 11:59:59,21.00,6.00,17489.00
01/07/2015 12:59:59,22.00,4.00,17427.00
01/07/2015 13:59:59,21.00,4.00,17425.00
01/07/2015 14:59:59,21.00,5.00,17435.00
01/07/2015 15:59:59,20.00,3.00,17733.00
01/07/2015 16:59:59,19.00,-1.00,18807.00
01/07/2015 17:59:59,17.00,-3.00,20021.00
01/07/2015 18:59:59,13.00,-8.00,20162.00
01/07/2015 19:59:59,10.00,-11.00,19883.00
01/07/2015 20:59:59,7.00,-11.00,19390.00
01/07/2015 21:59:59,6.00,-12.00,18381.00
01/07/2015 22:59:59,4.00,-13.00,17058.00
01/07/2015 23:59:59,3.00,-14.00,15864.00
01/08/2015 00:59:59,2.00,-14.00,15167.00
01/08/2015 01:59:59,1.00,-15.00,14817.00
01/08/2015 02:59:59,0.00,-15.00,14675.00
01/08/2015 03:59:59,-1.00,-16.00,14735.00
01/08/2015 04:59:59,-2.00,-16.00,15130.00
01/08/2015 05:59:59,-2.00,-17.00,16193.00
01/08/2015 06:59:59,-2.00,-16.00,17979.00
01/08/2015 07:59:59,-2.00,-16.00,19129.00
01/08/2015 08:59:59,-1.00,-15.00,19360.00
01/08/2015 09:59:59,1.00,-14.00,19240.00
01/08/2015 10:59:59,4.00,-12.00,19068.00
01/08/2015 11:59:59,8.00,-9.00,18817.00
01/08/2015 12:59:59,12.00,-7.00,18491.00
01/08/2015 13:59:59,15.00,-4.00,18294.00
01/08/2015 14:59:59,17.00,-3.00,18105.00
01/08/2015 15:59:59,18.00,-2.00,18229.00
01/08/2015 16:59:59,20.00,-2.00,19168.00
01/08/2015 17:59:59,19.00,-2.00,20255.00
01/08/2015 18:59:59,19.00,-1.00,20193.00
01/08/2015 19:59:59,19.00,0.00,19813.00
01/08/2015 20:59:59,18.00,0.00,19172.00
01/08/2015 21:59:59,18.00,0.00,18022.00
01/08/2015 22:59:59,17.00,1.00,16524.00
01/08/2015 23:59:59,17.00,2.00,15201.00
01/09/2015 00:59:59,18.00,3.00,14387.00
01/09/2015 01:59:59,19.00,4.00,13943.00
01/09/2015 02:59:59,19.00,4.00,13694.00
01/09/2015 03:59:59,19.00,3.00,13630.00
01/09/2015 04:59:59,20.00,5.00,13888.00
01/09/2015 05:59:59,21.00,7.00,14825.00
01/09/2015 06:59:59,23.00,10.00,16562.00
01/09/2015 07:59:59,24.00,11.00,17660.00
01/09/2015 08:59:59,24.00,17.00,17810.00
01/09/2015 09:59:59,24.00,17.00,18048.00
01/09/2015 10:59:59,23.00,17.00,18198.00
01/09/2015 11:59:59,24.00,16.00,18067.00
01/09/2015 12:59:59,25.00,15.00,17645.00
01/09/2015 13:59:59,26.00,13.00,17335.00
01/09/2015 14:59:59,27.00,12.00,17065.00
01/09/2015 15:59:59,28.00,11.00,17046.00
01/09/2015 16:59:59,27.00,9.00,17788.00
01/09/2015 17:59:59,26.00,9.00,18809.00
01/09/2015 18:59:59,25.00,8.00,18619.00
01/09/2015 19:59:59,23.00,8.00,18155.00
01/09/2015 20:59:59,23.00,7.00,17590.00
01/09/2015 21:59:59,20.00,7.00,16754.00
01/09/2015 22:59:59,19.00,6.00,15703.00
01/09/2015 23:59:59,18.00,6.00,14558.00
01/10/2015 00:59:59,18.00,6.00,13784.00
01/10/2015 01:59:59,17.00,5.00,13320.00
01/10/2015 02:59:59,16.00,5.00,13096.00
01/10/2015 03:59:59,16.00,4.00,13067.00
01/10/2015 04:59:59,15.00,5.00,13227.00
01/10/2015 05:59:59,12.00,3.00,13706.00
01/10/2015 06:59:59,12.00,3.00,14553.00
01/10/2015 07:59:59,13.00,2.00,15389.00
01/10/2015 08:59:59,13.00,1.00,16169.00
01/10/2015 09:59:59,15.00,2.00,16612.00
01/10/2015 10:59:59,17.00,2.00,16701.00
01/10/2015 11:59:59,19.00,1.00,16534.00
01/10/2015 12:59:59,20.00,1.00,16283.00
01/10/2015 13:59:59,21.00,0.00,16051.00
01/10/2015 14:59:59,21.00,-1.00,15956.00
01/10/2015 15:59:59,21.00,-2.00,16173.00
01/10/2015 16:59:59,21.00,-2.00,17105.00
01/10/2015 17:59:59,19.00,-2.00,18095.00
01/10/2015 18:59:59,18.00,-3.00,18075.00
01/10/2015 19:59:59,17.00,-3.00,17620.00
01/10/2015 20:59:59,14.00,-2.00,17328.00
01/10/2015 21:59:59,15.00,-3.00,16687.00
01/10/2015 22:59:59,14.00,-3.00,15720.00
01/10/2015 23:59:59,14.00,-2.00,14744.00
01/11/2015 00:59:59,13.00,-2.00,13997.00
01/11/2015 01:59:59,12.00,-2.00,13542.00
01/11/2015 02:59:59,11.00,-2.00,13328.00
01/11/2015 03:59:59,9.00,-3.00,13256.00
01/11/2015 04:59:59,11.00,-3.00,13324.00
01/11/2015 05:59:59,11.00,-2.00,13621.00
01/11/2015 06:59:59,11.00,-1.00,14182.00
01/11/2015 07:59:59,11.00,-1.00,14780.00
01/11/2015 08:59:59,13.00,0.00,15553.00
01/11/2015 09:59:59,15.00,1.00,16103.00
01/11/2015 10:59:59,18.00,1.00,16292.00
01/11/2015 11:59:59,20.00,3.00,16416.00
01/11/2015 12:59:59,23.00,4.00,16457.00
01/11/2015 13:59:59,25.00,4.00,16393.00
01/11/2015 14:59:59,26.00,4.00,16375.00
01/11/2015 15:59:59,26.00,6.00,16508.00
01/11/2015 16:59:59,27.00,7.00,17375.00
01/11/2015 17:59:59,26.00,9.00,18374.00
01/11/2015 18:59:59,26.00,10.00,18187.00
01/11/2015 19:59:59,27.00,12.00,17601.00
01/11/2015 20:59:59,27.00,13.00,16895.00
01/11/2015 21:59:59,27.00,14.00,15751.00
01/11/2015 22:59:59,28.00,15.00,14460.00
01/11/2015 23:59:59,29.00,17.00,13310.00
01/12/2015 00:59:59,30.00,18.00,12543.00
01/12/2015 01:59:59,31.00,18.00,12147.00
01/12/2015 02:59:59,32.00,18.00,11948.00
01/12/2015 03:59:59,32.00,17.00,11972.00
01/12/2015 04:59:59,32.00,18.00,12322.00
01/12/2015 05:59:59,31.00,22.00,13424.00
01/12/2015 06:59:59,31.00,22.00,15234.00
01/12/2015 07:59:59,31.00,23.00,16339.00
01/12/2015 08:59:59,31.00,23.00,16608.00
01/12/2015 09:59:59,33.00,24.00,16835.00
01/12/2015 10:59:59,33.00,26.00,17096.00
01/12/2015 11:59:59,33.00,28.00,17195.00
01/12/2015 12:59:59,33.00,30.00,17180.00
01/12/2015 13:59:59,34.00,31.00,17080.00
01/12/2015 14:59:59,34.00,32.00,16913.00
01/12/2015 15:59:59,34.00,32.00,16948.00
01/12/2015 16:59:59,34.00,32.00,17714.00
01/12/2015 17:59:59,34.00,32.00,18463.00
01/12/2015 18:59:59,34.00,32.00,18247.00
01/12/2015 19:59:59,34.00,32.00,17694.00
01/12/2015 20:59:59,34.00,31.00,16942.00
01/12/2015 21:59:59,34.00,30.00,15769.00
01/12/2015 22:59:59,35.00,30.00,14384.00
01/12/2015 23:59:59,34.00,28.00,13200.00
01/13/2015 00:59:59,34.00,27.00,12433.00
01/13/2015 01:59:59,32.00,24.00,12048.00
01/13/2015 02:59:59,31.00,22.00,11936.00
01/13/2015 03:59:59,29.00,18.00,12018.00
01/13/2015 04:59:59,27.00,15.00,12469.00
01/13/2015 05:59:59,24.00,13.00,13724.00
01/13/2015 06:59:59,22.00,10.00,15828.00
01/13/2015 07:59:59,19.00,5.00,16968.00
01/13/2015 08:59:59,16.00,3.00,17089.00
01/13/2015 09:59:59,16.00,1.00,17084.00
01/13/2015 10:59:59,16.00,1.00,17057.00
01/13/2015 11:59:59,17.00,0.00,16938.00
01/13/2015 12:59:59,18.00,-1.00,16755.00
01/13/2015 13:59:59,20.00,-1.00,16735.00
01/13/2015 14:59:59,20.00,-1.00,16669.00
01/13/2015 15:59:59,20.00,-2.00,16867.00
01/13/2015 16:59:59,20.00,-3.00,17851.00
01/13/2015 17:59:59,18.00,-3.00,19241.00
01/13/2015 18:59:59,16.00,-1.00,19332.00
01/13/2015 19:59:59,15.00,-2.00,19034.00
01/13/2015 20:59:59,13.00,-3.00,18481.00
01/13/2015 21:59:59,12.00,-4.00,17434.00
01/13/2015 22:59:59,11.00,-5.00,16020.00
01/13/2015 23:59:59,10.00,-6.00,14866.00
01/14/2015 00:59:59,9.00,-6.00,14141.00
01/14/2015 01:59:59,8.00,-6.00,13802.00
01/14/2015 02:59:59,8.00,-6.00,13676.00
01/14/2015 03:59:59,8.00,-6.00,13713.00
01/14/2015 04:59:59,8.00,-5.00,14085.00
01/14/2015 05:59:59,8.00,-4.00,15174.00
01/14/2015 06:59:59,9.00,-3.00,17162.00
01/14/2015 07:59:59,9.00,-1.00,18268.00
01/14/2015 08:59:59,10.00,1.00,18379.00
01/14/2015 09:59:59,12.00,2.00,18443.00
01/14/2015 10:59:59,14.00,4.00,18501.00
01/14/2015 11:59:59,16.00,6.00,18407.00
01/14/2015 12:59:59,18.00,8.00,18211.00
01/14/2015 13:59:59,20.00,10.00,18067.00
01/14/2015 14:59:59,21.00,11.00,17881.00
01/14/2015 15:59:59,22.00,12.00,17917.00
01/14/2015 16:59:59,22.00,13.00,18623.00
01/14/2015 17:59:59,22.00,14.00,19486.00
01/14/2015 18:59:59,21.00,14.00,19370.00
01/14/2015 19:59:59,21.00,15.00,18901.00
01/14/2015 20:59:59,21.00,15.00,18212.00
01/14/2015 21:59:59,21.00,15.00,17043.00
01/14/2015 22:59:59,21.00,15.00,15590.00
01/14/2015 23:59:59,21.00,15.00,14340.00
01/15/2015 00:59:59,20.00,15.00,13552.00
01/15/2015 01:59:59,20.00,14.00,13133.00
01/15/2015 02:59:59,19.00,14.00,12951.00
01/15/2015 03:59:59,19.00,14.00,12955.00
01/15/2015 04:59:59,19.00,14.00,13303.00
01/15/2015 05:59:59,19.00,14.00,14399.00
01/15/2015 06:59:59,19.00,14.00,16339.00
01/15/2015 07:59:59,19.00,14.00,17369.00
01/15/2015 08:59:59,20.00,14.00,17443.00
01/15/2015 09:59:59,21.00,15.00,17445.00
01/15/2015 10:59:59,22.00,16.00,17445.00
01/15/2015 11:59:59,24.00,17.00,17348.00
01/15/2015 12:59:59,26.00,18.00,17136.00
01/15/2015 13:59:59,26.00,19.00,17011.00
01/15/2015 14:59:59,27.00,20.00,16857.00
01/15/2015 15:59:59,28.00,20.00,16886.00
01/15/2015 16:59:59,28.00,19.00,17608.00
01/15/2015 17:59:59,27.00,20.00,18671.00
01/15/2015 18:59:59,27.00,18.00,18634.00
01/15/2015 19:59:59,26.00,17.00,18212.00
01/15/2015 20:59:59,25.00,16.00,17611.00
01/15/2015 21:59:59,23.00,15.00,16557.00
01/15/2015 22:59:59,23.00,14.00,15189.00
01/15/2015 23:59:59,22.00,13.00,14010.00
01/16/2015 00:59:59,22.00,13.00,13239.00
01/16/2015 01:59:59,22.00,13.00,12885.00
01/16/2015 02:59:59,20.00,13.00,12697.00
01/16/2015 03:59:59,21.00,13.00,12693.00
01/16/2015 04:59:59,21.00,13.00,13041.00
01/16/2015 05:59:59,20.00,13.00,14104.00
01/16/2015 06:59:59,22.00,13.00,15989.00
01/16/2015 07:59:59,23.00,14.00,16933.00
01/16/2015 08:59:59,24.00,15.00,17069.00
01/16/2015 09:59:59,27.00,16.00,16913.00
01/16/2015 10:59:59,31.00,18.00,16679.00
01/16/2015 11:59:59,34.00,19.00,16436.00
01/16/2015 12:59:59,35.00,18.00,16317.00
01/16/2015 13:59:59,34.00,19.00,16343.00
01/16/2015 14:59:59,33.00,16.00,16281.00
01/16/2015 15:59:59,30.00,12.00,16393.00
01/16/2015 16:59:59,28.00,7.00,17168.00
01/16/2015 17:59:59,25.00,3.00,18332.00
01/16/2015 18:59:59,23.00,0.00,18285.00
01/16/2015 19:59:59,20.00,-1.00,17913.00
01/16/2015 20:59:59,19.00,-2.00,17447.00
01/16/2015 21:59:59,17.00,-3.00,16701.00
01/16/2015 22:59:59,15.00,-4.00,15690.00
01/16/2015 23:59:59,14.00,-5.00,14661.00
01/17/2015 00:59:59,12.00,-5.00,13925.00
01/17/2015 01:59:59,11.00,-6.00,13535.00
01/17/2015 02:59:59,11.00,-6.00,13345.00
01/17/2015 03:59:59,10.00,-7.00,13318.00
01/17/2015 04:59:59,9.00,-7.00,13486.00
01/17/2015 05:59:59,8.00,-8.00,13996.00
01/17/2015 06:59:59,7.00,-8.00,14827.00
01/17/2015 07:59:59,6.00,-9.00,15674.00
01/17/2015 08:59:59,7.00,-8.00,16488.00
01/17/2015 09:59:59,8.00,-9.00,16856.00
01/17/2015 10:59:59,12.00,-9.00,16883.00
01/17/2015 11:59:59,14.00,-8.00,16647.00
01/17/2015 12:59:59,17.00,-8.00,16296.00
01/17/2015 13:59:59,20.00,-8.00,15908.00
01/17/2015 14:59:59,21.00,-8.00,15671.00
01/17/2015 15:59:59,21.00,-5.00,15795.00
01/17/2015 16:59:59,22.00,-5.00,16631.00
01/17/2015 17:59:59,20.00,-3.00,17853.00
01/17/2015 18:59:59,20.00,-2.00,17774.00
01/17/2015 19:59:59,20.00,0.00,17321.00
01/17/2015 20:59:59,19.00,2.00,16820.00
01/17/2015 21:59:59,20.00,4.00,16055.00
01/17/2015 22:59:59,20.00,6.00,15070.00
01/17/2015 23:59:59,20.00,8.00,14075.00
01/18/2015 00:59:59,20.00,9.00,13300.00
01/18/2015 01:59:59,21.00,12.00,12810.00
01/18/2015 02:59:59,21.00,14.00,12499.00
01/18/2015 03:59:59,23.00,15.00,12351.00
01/18/2015 04:59:59,23.00,17.00,12365.00
01/18/2015 05:59:59,23.00,17.00,12602.00
01/18/2015 06:59:59,24.00,19.00,13073.00
01/18/2015 07:59:59,25.00,20.00,13642.00
01/18/2015 08:59:59,27.00,23.00,14450.00
01/18/2015 09:59:59,30.00,25.00,15140.00
01/18/2015 10:59:59,32.00,28.00,15547.00
01/18/2015 11:59:59,34.00,31.00,15747.00
01/18/2015 12:59:59,37.00,34.00,15748.00
01/18/2015 13:59:59,39.00,36.00,15674.00
01/18/2015 14:59:59,39.00,36.00,15620.00
01/18/2015 15:59:59,40.00,37.00,15662.00
01/18/2015 16:59:59,41.00,38.00,16236.00
01/18/2015 17:59:59,40.00,38.00,16827.00
01/18/2015 18:59:59,41.00,38.00,16427.00
01/18/2015 19:59:59,44.00,41.00,15683.00
01/18/2015 20:59:59,44.00,41.00,15042.00
01/18/2015 21:59:59,42.00,39.00,14220.00
01/18/2015 22:59:59,42.00,40.00,13309.00
01/18/2015 23:59:59,41.00,39.00,12266.00
01/19/2015 00:59:59,40.00,38.00,11518.00
01/19/2015 01:59:59,40.00,37.00,11092.00
01/19/2015 02:59:59,38.00,36.00,10920.00
01/19/2015 03:59:59,37.00,34.00,10981.00
01/19/2015 04:59:59,37.00,33.00,11303.00
01/19/2015 05:59:59,36.00,32.00,12168.00
01/19/2015 06:59:59,35.00,32.00,13453.00
01/19/2015 07:59:59,36.00,31.00,14415.00
01/19/2015 08:59:59,35.00,31.00,15043.00
01/19/2015 09:59:59,38.00,31.00,15482.00
01/19/2015 10:59:59,39.00,30.00,15819.00
01/19/2015 11:59:59,39.00,29.00,15931.00
01/19/2015 12:59:59,40.00,29.00,15864.00
01/19/2015 13:59:59,40.00,27.00,15787.00
01/19/2015 14:59:59,40.00,26.00,15724.00
01/19/2015 15:59:59,39.00,26.00,15830.00
01/19/2015 16:59:59,38.00,25.00,16555.00
01/19/2015 17:59:59,36.00,25.00,17769.00
01/19/2015 18:59:59,35.00,24.00,17660.00
01/19/2015 19:59:59,35.00,23.00,17185.00
01/19/2015 20:59:59,34.00,22.00,16488.00
01/19/2015 21:59:59,32.00,21.00,15395.00
01/19/2015 22:59:59,32.00,21.00,14063.00
01/19/2015 23:59:59,32.00,20.00,12924.00
01/20/2015 00:59:59,31.00,20.00,12209.00
01/20/2015 01:59:59,31.00,19.00,11823.00
01/20/2015 02:59:59,31.00,18.00,11674.00
01/20/2015 03:59:59,30.00,17.00,11715.00
01/20/2015 04:59:59,30.00,17.00,12106.00
01/20/2015 05:59:59,29.00,17.00,13258.00
01/20/2015 06:59:59,29.00,16.00,15242.00
01/20/2015 07:59:59,28.00,15.00,16247.00
01/20/2015 08:59:59,28.00,15.00,16251.00
01/20/2015 09:59:59,28.00,15.00,16149.00
01/20/2015 10:59:59,30.00,15.00,16038.00
01/20/2015 11:59:59,31.00,14.00,15888.00
01/20/2015 12:59:59,33.00,13.00,15714.00
01/20/2015 13:59:59,34.00,13.00,15635.00
01/20/2015 14:59:59,35.00,11.00,15614.00
01/20/2015 15:59:59,34.00,11.00,15808.00
01/20/2015 16:59:59,34.00,10.00,16653.00
01/20/2015 17:59:59,31.00,9.00,18024.00
01/20/2015 18:59:59,30.00,9.00,18094.00
01/20/2015 19:59:59,30.00,9.00,17683.00
01/20/2015 20:59:59,28.00,8.00,17065.00
01/20/2015 21:59:59,27.00,6.00,15978.00
01/20/2015 22:59:59,25.00,6.00,14626.00
01/20/2015 23:59:59,24.00,7.00,13447.00
01/21/2015 00:59:59,23.00,7.00,12724.00
01/21/2015 01:59:59,23.00,7.00,12374.00
01/21/2015 02:59:59,22.00,6.00,12240.00
01/21/2015 03:59:59,21.00,6.00,12311.00
01/21/2015 04:59:59,19.00,6.00,12756.00
01/21/2015 05:59:59,19.00,6.00,13977.00
01/21/2015 06:59:59,17.00,6.00,16018.00
01/21/2015 07:59:59,17.00,5.00,17053.00
01/21/2015 08:59:59,18.00,5.00,16949.00
01/21/2015 09:59:59,22.00,4.00,16761.00
01/21/2015 10:59:59,25.00,5.00,16634.00
01/21/2015 11:59:59,27.00,5.00,16515.00
01/21/2015 12:59:59,28.00,6.00,16344.00
01/21/2015 13:59:59,29.00,7.00,16231.00
01/21/2015 14:59:59,30.00,8.00,16067.00
01/21/2015 15:59:59,31.00,8.00,16184.00
01/21/2015 16:59:59,30.00,9.00,17012.00
01/21/2015 17:59:59,28.00,10.00,18281.00
01/21/2015 18:59:59,27.00,11.00,18290.00
01/21/2015 19:59:59,26.00,12.00,17849.00
01/21/2015 20:59:59,26.00,13.00,17177.00
01/21/2015 21:59:59,26.00,13.00,16024.00
01/21/2015 22:59:59,26.00,14.00,14577.00
01/21/2015 23:59:59,27.00,16.00,13377.00
01/22/2015 00:59:59,27.00,15.00,12583.00
01/22/2015 01:59:59,26.00,15.00,12176.00
01/22/2015 02:59:59,26.00,16.00,12001.00
01/22/2015 03:59:59,26.00,16.00,12027.00
01/22/2015 04:59:59,26.00,16.00,12408.00
01/22/2015 05:59:59,26.00,16.00,13521.00
01/22/2015 06:59:59,26.00,16.00,15513.00
01/22/2015 07:59:59,26.00,16.00,16560.00
01/22/2015 08:59:59,26.00,16.00,16648.00
01/22/2015 09:59:59,27.00,17.00,16532.00
01/22/2015 10:59:59,29.00,18.00,16358.00
01/22/2015 11:59:59,31.00,18.00,16160.00
01/22/2015 12:59:59,33.00,19.00,15961.00
01/22/2015 13:59:59,33.00,20.00,15858.00
01/22/2015 14:59:59,35.00,21.00,15708.00
01/22/2015 15:59:59,35.00,21.00,15757.00
01/22/2015 16:59:59,34.00,21.00,16447.00
01/22/2015 17:59:59,33.00,21.00,17765.00
01/22/2015 18:59:59,31.00,21.00,17813.00
01/22/2015 19:59:59,31.00,20.00,17449.00
01/22/2015 20:59:59,30.00,20.00,16861.00
01/22/2015 21:59:59,29.00,19.00,15833.00
01/22/2015 22:59:59,27.00,18.00,14480.00
01/22/2015 23:59:59,27.00,16.00,13343.00
01/23/2015 00:59:59,26.00,15.00,12622.00
01/23/2015 01:59:59,24.00,14.00,12260.00
01/23/2015 02:59:59,24.00,12.00,12136.00
01/23/2015 03:59:59,23.00,11.00,12214.00
01/23/2015 04:59:59,23.00,11.00,12628.00
