Idx,X
0,0.14881719926403497
1,0.14968292555367868
2,0.1572553596146986
3,0.17069908738122647
4,0.1890430801842063
5,0.21124193099431676
6,0.2362418066450258
7,0.263040379005246
8,0.29073342492862
9,0.31854489762671856
10,0.34584083735367177
11,0.37212982631531255
12,0.3970537174041088
13,0.42037238552904005
14,0.44194565852001855
15,0.46171476451915466
16,0.47968482332067447
17,0.4959092379754771
18,0.510476352542339
19,0.5234984169621835
20,0.5351027102720944
21,0.5454245770383259
22,0.554602099302413
23,0.5627721293635414
24,0.5700674320712997
25,0.5766147161042037
26,0.582533366738232
27,0.5879347228518218
28,0.5929217687037542
29,0.5975891360008675
30,0.602023326517208
31,0.6063030891349648
32,0.6104998925742395
33,0.614678448642112
34,0.6188972486761266
35,0.6232090852820171
36,0.6276615299464692
37,0.6322973523132192
38,0.6371548595788562
39,0.6422681427830927
40,0.6476672167441765
41,0.6533780408802863
42,0.6594224125991163
43,0.6658177182606775
44,0.6725765396658694
45,0.679706106420249
46,0.6872075930695525
47,0.695075264530414
48,0.7032954801529603
49,0.7118455814995339
50,0.7206926951860986
51,0.7297925062530923
52,0.7390880779708642
53,0.7485088130758022
54,0.7579696804510756
55,0.7673708503016983
56,0.7765978985894066
57,0.7855227455271776
58,0.7940054814826403
59,0.8018971979604576
60,0.8090438811679574
61,0.8152913321721919
62,0.8204909698224117
63,0.8245062463897375
64,0.8272192866807047
65,0.8285372591612903
66,0.8283979450562993
67,0.8267739899423272
68,0.823675398705819
69,0.81914999549358
70,0.8132817662761307
71,0.806187214923169
72,0.7980100525291274
73,0.7889146990087248
74,0.7790791440658433
75,0.7686877302142898
76,0.7579243565235076
77,0.7469664999533498
78,0.7359803175114986
79,0.725116962570083
80,0.714510126490349
81,0.7042747246724893
82,0.6945065805276864
83,0.6852829262044794
84,0.6766635263202831
85,0.6686922409289153
86,0.6613988600233257
87,0.6548010682098174
88,0.6489064310966177
89,0.6437143175972218
90,0.6392176982046069
91,0.6354047814138493
92,0.6322604667292262
93,0.6297676058390268
94,0.6279080730385791
95,0.6266636524237568
96,0.6260167534150485
97,0.6259509679597745
98,0.6264514841992502
99,0.6275053691907049
100,0.6291017329966322
101,0.6312317838790443
102,0.6338887819116238
103,0.6370678952354151
104,0.6407659610315843
105,0.6449811497460938
106,0.6497125275656832
107,0.6549595115465936
108,0.6607212079239421
109,0.6669956230405822
110,0.673778736815784
111,0.6810634285995356
112,0.688838248911026
113,0.6970860361931055
114,0.7057823860748106
115,0.7148939975633447
116,0.7243769322577236
117,0.734174851742851
118,0.7442173257419421
119,0.7544183336152326
120,0.7646751195213881
121,0.7748675907801892
122,0.7848584738535945
123,0.7944944477821261
124,0.8036084654970711
125,0.8120234016229982
126,0.8195571019329304
127,0.8260287581190591
128,0.8312663829210565
129,0.8351149730649197
130,0.8374447958006664
131,0.8381591095293253
132,0.8372005895019405
133,0.8345557921948645
134,0.8302571499081269
135,0.8243822342576839
136,0.8170503162774287
137,0.8084165470440534
138,0.7986643170924684
139,0.7879965129880149
140,0.7766264250062165
141,0.7647690217524143
142,0.7526331560986544
143,0.7404151131023917
144,0.7282937075026162
145,0.7164269735394473
146,0.7049503525660792
147,0.6939761880645297
148,0.6835942896357184
149,0.6738733059126638
150,0.6648626601577995
151,0.6565948279318152
152,0.6490877740539405
153,0.642347404418851
154,0.6363699262054251
155,0.6311440435515925
156,0.6266529431132665
157,0.6228760464491793
158,0.6197905226543697
159,0.6173725662857328
160,0.6155984535414432
161,0.6144453946755735
162,0.6138922024211013
163,0.6139197969583224
164,0.6145115666114523
165,0.6156536020732237
166,0.6173348186987773
167,0.6195469787121906
168,0.6222846220487254
